*******************1486791981225
0 0F0000600001197A
0 100000400001195B
0 11000000380500000000003E
0 120000203805000000000060
0 130000403805000000000081
0 1400006038050000000000A2
0 1500006000011A81
0 1600004000011A62
0 170000003805000000000044
0 180000403805000000000086
0 190000203805000000000067
A B300004000011E04
0 1A00006038050000000000A9
A B400006000011E25
0 1B00006000011B88
A B500000038050000000000E4
0 1C00004000011B69
A B60000203805000000000005
0 1D000000380500000000004A
A B70000403805000000000026
0 1E000020380500000000006C
A B80000603805000000000047
A B900004000011F0B
A BA00006000011F2C
A BB00000038050000000000EA
A BC000020380500000000000B
A BD000040380500000000002C
A BE000060380500000000004E
E B300004000011E04
A BF00004000012012
E B400006000011E25
A C000006000012033
E B500000038050000000000E4
A C100000038050000000000F0
E B60000203805000000000005
A C20000203805000000000011
E B70000403805000000000026
A C30000403805000000000032
E B80000603805000000000047
A C40000603805000000000054
E B900004000011F0B
A C500004000012119
A C60000600001213A
E BA00006000011F2C
A C700000038050000000000F6
E BB00000038050000000000EA
A C80000203805000000000017
E BC000020380500000000000B
A C90000403805000000000038
E BD000040380500000000002C
